good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Ardından teknisyenlerin sistemi yenilediğini açıkladılar.;Ardından teknisyenlerin yenilediğini sistemi açıkladılar.;sistemi yenilediğini;yenilediğini sistemi;-;scrambling
Ben öğretmenin soruları yanıtlamasını bekledik.;Ben öğretmenin yanıtlamasını soruları bekledik.;soruları yanıtlamasını;yanıtlamasını soruları;-;scrambling
Üç yöneticinin kararı ertelediğini ilan etti.;Üç yöneticinin ertelediğini kararı ilan etti.;kararı ertelediğini;ertelediğini kararı;-;scrambling
Adam kapıya gelen işportacının kendisini dolandırıldığını sonradan anladı.;Adam kapıya gelen işportacının dolandırıldığını kendisini sonradan anladı.;kendisini dolandırıldığını;dolandırıldığını kendisini;-;scrambling
Yüksek müdürün projeyi onayladığını duydum.;Yüksek müdürün onayladığını projeyi duydum.;projeyi onayladığını;onayladığını projeyi;-;scrambling  
Doğan yazarın yeni romanını bitirdiğini söyledi.;Doğan yazarın bitirdiğini yeni romanını söyledi.;yeni romanını bitirdiğini;bitirdiğini yeni romanını;-;scrambling
Sonrasında eylemcilerin alanı temizlediğini gördük.;Sonrasında eylemcilerin temizlediğini alanı gördük.;alanı temizlediğini;temizlediğini alanı;-;scrambling
Burada teknisyenlerin sistemi yenilediğini açıkladılar.;Burada teknisyenlerin yenilediğini sistemi açıkladılar.;sistemi yenilediğini;yenilediğini sistemi;-;scrambling
Usta mimarın proje detaylarını değiştirdiğini öğrendik.;Usta mimarın değiştirdiğini proje detaylarını öğrendik.;proje detaylarını değiştirdiğini;değiştirdiğini proje detaylarını;-;scrambling
2 görevlinin evrakları kaybettiğini öğrendik.;2 görevlinin kaybettiğini evrakları öğrendik.;evrakları kaybettiğini;kaybettiğini evrakları;-;scrambling
Burada çocukların topu kaçırdığını gördük.;Burada çocukların kaçırdığını topu gördük.;topu kaçırdığını;kaçırdığını topu;-;scrambling  
2 yöneticinin kararı ertelediğini ilan etti.;2 yöneticinin ertelediğini kararı ilan etti.;kararı ertelediğini;ertelediğini kararı;-;scrambling
Öncelikle sizin de açılışa katılmanızı çok isteriz.;Öncelikle sizin de katılmanızı açılışa çok isteriz.;açılışa katılmanızı;katılmanızı açılışa;-;scrambling
Ve öğrencilerin barikatı aşmasını izledim.;Ve öğrencilerin aşmasını barikatı izledim.;barikatı aşmasını;aşmasını barikatı;-;scrambling  
Onlar seni dışarıya çıkmaya ikna etmiş sonunda.;Onlar seni çıkmaya dışarıya ikna etmiş sonunda.;dışarıya çıkmaya;çıkmaya dışarıya;-;scrambling
Kardeşimin bisikleti çaldığını itiraf etti.;Kardeşimin çaldığını bisikleti itiraf etti.;bisikleti çaldığını;çaldığını bisikleti;-;scrambling  
Anne kızının resim yaptığını bile bilmiyormuş.;Anne kızının yaptığını resim bile bilmiyormuş;resim yaptığını;yaptığını resim;-;scrambling  
Öğretmenin soruyu yanıtlamasını dinlediler.;Öğretmenin yanıtlamasını soruyu dinlediler.;soruyu yanıtlamasını;yanıtlamasını soruyu;-;scrambling  
Hep annemin pastayı yaptığını sanıyordum.;Hep annemin yaptığını pastayı sanıyordum.;pastayı yaptığını;yaptığını pastayı;-;scrambling  
Sonra bebeğe mamasını yedirdiğini gördük.;Sonra bebeğe yedirdiğini mamasını gördük.;mamasını yedirdiğini;yedirdiğini mamasını;-;scrambling  
Kız kardeşimin bisikleti tamir ettiğini biliyorum.;Kız kardeşimin tamir ettiğini bisikleti biliyorum.;bisikleti tamir ettiğini;tamir ettiğini bisikleti;-;scrambling
Firma canlı destek müşterilerin şikayetlerini kaydettiğini iletti.;Firma canlı destek kaydettiğini müşterilerin şikayetlerini iletti.;müşterilerin şikayetlerini kaydettiğini;kaydettiğini müşterilerin şikayetlerini;-;scrambling
Kadın her sabah aynı fırından ekmek aldığını söyledi.;Kadın her sabah aynı fırından aldığını ekmek söyledi.;ekmek aldığını;aldığını ekmek;-;scrambling
İki doktorun hastayı muayene ettiğini duydum.;İki doktorun muayene ettiğini hastayı duydum.;hastayı muayene ettiğini;muayane ettiğini hastayı;-;scrambling  
Bazı i̇şçilerin bahçedeki ağacı budamasını izlediler.;Bazı i̇şçilerin budamasını bahçedeki ağacı izlediler.;bahçedeki ağacı budamasını;budamasını bahçedeki ağacı;-;scrambling
Müşterinin hesabı kapattığını öğrendik.;Müşterinin kapattığını hesabı öğrendik.;hesabı kapattığını;kapattığını hesabı;-;scrambling  
Önce annemin pastayı yaptığını sanıyordum.;Önce annemin yaptığını pastayı sanıyordum.;pastayı yaptığını;yaptığını pastayı;-;scrambling  
Bu ufaklığın ödevlerini bitirmesine sevindim.;Bu ufaklığın bitirmesine ödevlerini sevindim.;ödevlerini bitirmesine;bitirmesine ödevlerini;-;scrambling  
Ve her fırsatta işini çok sevdiğini söyler.;Ve her fırsatta çok sevdiğini işini söyler.;işini çok sevdiğini;çok sevdiğini işini;-;scrambling
İki komşumuzun çitleri boyadığını fark ettim.;İki komşumuzun boyadığını çitleri fark ettim.;çitleri boyadığını;boyadığını çitleri;-;scrambling
Gazete kaptanın rotayı değiştirdiğini duyurdu.;Gazete kaptanın değiştirdiğini rotayı duyurdu.;rotayı değiştirdiğini;değiştirdiğini rotayı;-;scrambling
Ama sizin de açılışa katılmanızı çok isteriz.;Ama sizin de katılmanızı açılışa çok isteriz.;açılışa katılmanızı;katılmanızı açılışa;-;scrambling
Onlar çiftçilerin tarlayı sulamasına yardım ettiler.;Onlar çiftçilerin sulamasına tarlayı yardım ettiler.;tarlayı sulamasına;sulamasına tarlayı;-;scrambling
Şirket yöneticinin kararı ertelettiğini duyurdu.;Şirket yöneticinin ertelettiğini kararı duyurdu.;kararı ertelettiğini;ertelettiğini kararı;-;scrambling
Ben okul müdürünün öğrencileri azarlamasına inanamadık.;Ben okul müdürünün azarlamasına öğrencileri inanamadık.;öğrencileri azarlamasına;azarlamasına öğrencileri;-;scrambling
Bir müdür yardımcısının evrakları imzaladığını duydum.;Bir müdür yardımcısının imzaladığını evrakları duydum.;evrakları imzaladığını;imzaladığını evrakları;-;scrambling
Erkek kardeşimin bisikleti tamir ettiğini biliyorum.;Erkek kardeşimin tamir ettiğini bisikleti biliyorum.;bisikleti tamir ettiğini;tamir ettiğini bisikleti;-;scrambling
Onlar müşterinin faturayı ödediğini söylediler.;Onlar müşterinin ödediğini faturayı söylediler.;faturayı ödediğini;ödediğini faturayı;-;scrambling  
Her adamın yalan söylediğini anladık.;Her adamın söylediğini yalan anladık.;yalan söylediğini;söylediğini yalan;-;scrambling  
Koca kardeşimin bisikleti çaldığını itiraf etti.;Koca kardeşimin çaldığını bisikleti itiraf etti.;bisikleti çaldığını;çaldığını bisikleti;-;scrambling  
Yöneticinin kararı ertelettiğini duyurdu.;Yöneticinin ertelettiğini kararı duyurdu.;kararı ertelettiğini;ertelettiğini kararı;-;scrambling
Büyük kızın kedisini sevmesine izin verdi.;Büyük kızın sevmesine kedisini izin verdi.;kedisini sevmesine;sevmesine kedisini;-;scrambling 
Birçok yönetici maaşları ödediğini söyledi.;Birçok yönetici ödediğini maaşları söyledi.;maaşları ödediğini;ödediğini maaşları;-;scrambling  
Hasan'ın makaleyi yazdığını biliyorum.;Hasan'ın yazdığını makaleyi biliyorum.;makaleyi yazdığını ;yazdığını makaleyi;-;scrambling
Ve şefin mutfaktaki malzemeleri kontrol ettiğini gözlemledi.;Ve şefin kontrol ettiğini mutfaktaki malzemeleri gözlemledi.;mutfaktaki malzemeleri kontrol ettiğini;kontrol ettiğini mutfaktaki malzemeleri;-;scrambling
Sonra çocukların parktaki salıncağı kırdığını gördük.;Sonra çocukların kırdığını parktaki salıncağı gördük.;parktaki salıncağı kırdığını;kırdığını parktaki salıncağı;-;scrambling
Ankara belediye başkanının şehir planını revize ettiğini açıkladı.;Ankara belediye başkanının ettiğini şehir planını revize açıkladı.;şehir planını revize ettiğini;ettiğini şehir planını revize;-;scrambling
Vodafone canlı destek müşterilerin şikayetlerini kaydettiğini iletti.;Vodafone canlı destek kaydettiğini müşterilerin şikayetlerini iletti.;müşterilerin şikayetlerini kaydettiğini;kaydettiğini müşterilerin şikayetlerini;-;scrambling
Biz adamın yalan söylediğini anladık.;Biz adamın söylediğini yalan anladık.;yalan söylediğini;söylediğini yalan;-;scrambling  
Çünkü annemin yemeği yaktığını geç fark ettim.;Çünkü annemin yaktığını yemeği geç fark ettim.;yemeği yaktığını;yaktığını yemeği;-;scrambling  
Erdoğan yolcuların valizlerini kaybettiğini duyurdu.;Erdoğan yolcuların kaybettiğini valizlerini duyurdu.;valizlerini kaybettiğini;kaybettiğini valizlerini;-;scrambling  
Okul müdürün kararı açıkladığını duydum.;Okul müdürün açıkladığını kararı duydum.;kararı açıkladığını;açıkladığını kararı;-;scrambling  
Yüksek müdürün yeni çalışma saatlerini onayladığını duyurdu.;Yüksek müdürün onayladığını yeni çalışma saatlerini duyurdu.;yeni çalışma saatlerini onayladığını;onayladığını yeni çalışma saatlerini;-;scrambling
Mimarın projeyi değiştirdiğini öğrendik.;Mimarın değiştirdiğini projeyi öğrendik.;projeyi değiştirdiğini;değiştirdiğini projeyi;-;scrambling
Erdoğan yazarın yeni romanını bitirdiğini söyledi.;Erdoğan yazarın bitirdiğini yeni romanını söyledi.;yeni romanını bitirdiğini;bitirdiğini yeni romanını;-;scrambling
Benim kardeşimin bisikleti tamir ettiğini biliyorum.;Benim kardeşimin tamir ettiğini bisikleti biliyorum.;bisikleti tamir ettiğini;tamir ettiğini bisikleti;-;scrambling
Genç kapıya gelen işportacının kendisini dolandırıldığını sonradan anladı.;Genç kapıya gelen işportacının dolandırıldığını kendisini sonradan anladı.;kendisini dolandırıldığını;dolandırıldığını kendisini;-;scrambling
Bu adayların görüşmeleri başarıyla tamamladığını duydum.;Bu adayların başarıyla tamamladığını görüşmeleri duydum.;görüşmeleri başarıyla tamamladığını;başarıyla tamamladığını görüşmeleri;-;scrambling
Ben hasan'ın makaleyi yazdığını biliyorum.;Ben hasan'ın yazdığını makaleyi biliyorum.;makaleyi yazdığını ;yazdığını makaleyi;-;scrambling
Sonra öğrencilerin deney tüplerini kırdığını duydum.;Sonra öğrencilerin kırdığını deney tüplerini duydum.;deney tüplerini kırdığını;kırdığını deney tüplerini;-;scrambling
Sayın müdür yardımcısının evrakları imzaladığını duydum.;Sayın müdür yardımcısının imzaladığını evrakları duydum.;evrakları imzaladığını;imzaladığını evrakları;-;scrambling
Tüm çalışanların şikayetleri dinlemesini söyledi.;Tüm çalışanların dinlemesini şikayetleri söyledi.;şikayetleri dinlemesini;dinlemesini şikayetleri;-;scrambling
Erkek kuzenimin yeni telefonunu kaybettiğini söyledi.;Erkek kuzenimin kaybettiğini yeni telefonunu söyledi.;yeni telefonunu kaybettiğini;kaybettiğini yeni telefonunu;-;scrambling
İki çocuğun bardağı kırdığını kimse görmedi.;İki çocuğun kırdığını bardağı kimse görmedi.;bardağı kırdığını;kırdığını bardağı;-;scrambling  
Emniyet müdürün hukuksuzluk yaptığını duyurdu.;Emniyet müdürün yaptığını hukuksuzluk duyurdu.;hukuksuzluk yaptığını;yaptığını hukuksuzluk;-;scrambling
Çocuklar küçük kızın şarkıyı yanlış söylemesine güldü.;Çocuklar küçük kızın yanlış söylemesine şarkıyı güldü.;şarkıyı yanlış söylemesine;yanlış söylemesine şarkıyı;-;scrambling
Sonra komşumuzun çitleri boyadığını fark ettim.;Sonra komşumuzun boyadığını çitleri fark ettim.;çitleri boyadığını;boyadığını çitleri;-;scrambling
Benim kızım oyuncağını bozmasına üzüldü.;Benim kızım bozmasına oyuncağını üzüldü.;oyuncağını bozmasına;bozmasına oyuncağını;-;scrambling  
Bir doktorun hastayı muayene ettiğini duydum.;Bir doktorun muayene ettiğini hastayı duydum.;hastayı muayene ettiğini;muayane ettiğini hastayı;-;scrambling  
Bugün okulun önünde çocukların karnelerini almasını bekliyoruz.;Bugün okulun önünde çocukların almasını karnelerini bekliyoruz.;karnelerini almasını;almasını karnelerini;-;scrambling
Akşam okulun önünde çocukların karnelerini almasını bekliyoruz.;Akşam okulun önünde çocukların almasını karnelerini bekliyoruz.;karnelerini almasını;almasını karnelerini;-;scrambling
Bakan müdürün yeni çalışma saatlerini onayladığını duyurdu.;Bakan müdürün onayladığını yeni çalışma saatlerini duyurdu.;yeni çalışma saatlerini onayladığını;onayladığını yeni çalışma saatlerini;-;scrambling
Ayrıca şefin mutfaktaki malzemeleri kontrol ettiğini gözlemledi.;Ayrıca şefin kontrol ettiğini mutfaktaki malzemeleri gözlemledi.;mutfaktaki malzemeleri kontrol ettiğini;kontrol ettiğini mutfaktaki malzemeleri;-;scrambling
Sonra çocukların oyuncakları paylaşmasını izledim.;Sonra çocukların paylaşmasını oyuncakları izledim.;oyuncakları paylaşmasını;paylaşmasını oyuncakları;-;scrambling
Burada çiftçilerin traktörleri sürdüğünü gördük.;Burada çiftçilerin sürdüğünü traktörleri gördük.;traktörleri sürdüğünü;sürdüğünü traktörleri;-;scrambling
Genç doktorun ilacı yazdığını unutmuş.;Genç doktorun yazdığını ilacı unutmuş.;ilacı yazdığını;yazdığını ilacı;-;scrambling  
Polis polislerin şüphelinin izini sürdüğünü basına açıkladı.;Polis polislerin sürdüğünü şüphelinin izini basına açıkladı.;şüphelinin izini sürdüğünü;sürdüğünü şüphelinin izini;-;scrambling
Öğrenciler öğretmenin soruyu yanıtlamasını dinlediler.;Öğrenciler öğretmenin yanıtlamasını soruyu dinlediler.;soruyu yanıtlamasını;yanıtlamasını soruyu;-;scrambling  
Ve kardeşimin anahtarları kaybettiğini anladık.;Ve kardeşimin kaybettiğini anahtarları anladık.;anahtarları kaybettiğini;kaybettiğini anahtarları;-;scrambling  
Biz eylemcilerin alanı temizlediğini gördük.;Biz eylemcilerin temizlediğini alanı gördük.;alanı temizlediğini;temizlediğini alanı;-;scrambling
AKP belediye başkanının şehir planını revize ettiğini açıkladı.;AKP belediye başkanının ettiğini şehir planını revize açıkladı.;şehir planını revize ettiğini;ettiğini şehir planını revize;-;scrambling
Ardından okulun önünde çocukların karnelerini almasını bekliyoruz.;Ardından okulun önünde çocukların almasını karnelerini bekliyoruz.;karnelerini almasını;almasını karnelerini;-;scrambling
Bir garsonun siparişleri karıştırdığını fark ettiler.;Bir garsonun karıştırdığını siparişleri fark ettiler.;siparişleri karıştırdığını;karıştırdığını siparişleri;-;scrambling
Kız bebeğe mamasını yedirdiğini gördük.;Kız bebeğe yedirdiğini mamasını gördük.;mamasını yedirdiğini;yedirdiğini mamasını;-;scrambling  
Anne kızım oyuncağını bozmasına üzüldü.;Anne kızım bozmasına oyuncağını üzüldü.;oyuncağını bozmasına;bozmasına oyuncağını;-;scrambling  
O seni dışarıya çıkmaya ikna etmiş sonunda.;O seni çıkmaya dışarıya ikna etmiş sonunda.;dışarıya çıkmaya;çıkmaya dışarıya;-;scrambling
